site_no,date,TSS,PheoP,CHLA,site_name,lat,long,geometry,split_ID,LS_ID,Cloud_Cover,azimuth,cScore,time,dswe,dswe_sd,hillshade,hillshadow,hillshadow_sd,path,pixelCount,qa,qa_sd,row,sat,swir1_sd,zenith,date_time,month,year,hour,season,decade,count,max_year,min_year,n_years,rn,red_raw,green_raw,blue_raw,nir_raw,swir1_raw,swir2_raw,red,green,blue,nir,swir1,swir2,NR,BR,GR,SR,BG,RG,NG,SG,BN,GN,RN,SN,BS,GS,RS,NS,R.GN,R.GB,R.GS,R.BN,R.BS,R.NS,G.BR,G.BN,G.BS,G.RN,G.RB,G.NS,B.RG,B.RN,B.RS,B.GN,B.GS,B.NS,N.RG,N.RB,N.RS,N.GB,N.GS,N.BS,GR2,GN2,BR_G,NS_NR,fai,N_S,N_R,ndvi,ndwi,ndssi,gn.gn,hue,saturation,bright,bright_tot,dw,hexcolor,index
4015000,6/19/1984,15,1.899999976,5.210000038,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_1_LT05_197028_19840619,27,127.403664,0,9:57:37,1,0,132,1,0,197,50,66,0,28,LT05,43.24083718,31.159103,1984-06-19T09:57:37Z,6,1984,9,Summer,1990,295,2020,1984,36,7143,505,594,423,879,244,119,449.0693588,535.0704422,409.3679425,802.9549884,184.8765341,88.93506246,1.788042254,0.911591794,1.191509578,0.411688151,0.765072989,0.839271474,1.500652858,0.345518122,0.509826763,0.666376634,0.5592709,0.230245203,2.214277461,2.894204204,2.429023029,4.343195811,0.335620944,0.475488254,0.623753378,0.370420576,0.755697994,0.454601163,0.62330754,0.441359665,0.900421398,0.427364247,0.62330754,0.54166164,0.415965234,0.326964842,0.645745871,0.305949299,0.568608461,0.41441069,0.815895249,0.935368241,1.266598613,0.85019309,1.115297397,1.351219944,492.0699005,669.0127153,-0.074198485,2.339497505,399.2520743,618.0784544,353.8856296,0.282650757,0.48641625,-0.324655284,-0.20020886,0.280693945,0.234927011,0.297993232,2196.462732,556,#404C3A,1
4015000,9/16/1987,5,17.89999962,1.379999995,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_1_LT05_197028_19870916,11,145.218781,0,9:56:08,1,0,191,1,0,197,77,66,0.226436309,28,LT05,45.09286533,48.558147,1987-09-16T09:56:08Z,9,1987,9,Fall,1990,295,2020,1984,36,7153,455,578,434,775,324,157,402.0905128,520.2535183,419.7571964,713.6621165,245.9058535,115.8326783,1.774879272,1.043937082,1.293871658,0.611568405,0.806832019,0.772874183,1.371758367,0.472665431,0.588173572,0.728991362,0.563418603,0.344569016,1.706983345,2.115661384,1.635140063,2.902176204,0.325865482,0.427750989,0.524813149,0.354758833,0.604045114,0.419032862,0.633029103,0.459012399,0.781556853,0.466280343,0.633029103,0.542174744,0.455098295,0.37620991,0.647777084,0.34018306,0.547871907,0.437443943,0.77374829,0.868362969,1.101336603,0.759206364,0.93147998,1.072107152,461.1720155,616.9578174,0.033957836,2.994892489,338.3911917,467.756263,311.5716037,0.279247922,0.358081719,-0.259308198,-0.156743778,0.358251854,0.227125817,0.28974134,2055.763344,539,#394A3C,2
4015000,7/19/1989,9,0.100000001,28,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_1_LT05_197028_19890719,0,128.031769,0,9:56:33,1,0,145,1,0,197,135,68,0.776895443,28,LT05,64.62564564,34.12785,1989-07-19T09:56:33Z,7,1989,9,Summer,1990,295,2020,1984,36,7162,361,403,284,404.3030663,191,128,316.2335986,359.5282576,276.3420343,371.5770163,146.2773787,95.17477699,1.175008025,0.873854124,1.136907208,0.462561155,0.768623963,0.87957926,1.033512689,0.406859199,0.743700558,0.967573994,0.851058017,0.39366638,1.889164522,2.45785275,2.161876302,2.540222005,0.43254181,0.497324065,0.62520774,0.488075784,0.748270403,0.610661224,0.606721299,0.554896877,0.850714015,0.522714029,0.606721299,0.694265147,0.408934052,0.401770529,0.597482109,0.377978445,0.546340362,0.533628829,0.54986385,0.627054161,0.803390697,0.584359768,0.734624112,0.879223729,337.8809281,365.5526369,-0.110955296,1.325633376,84.52781903,225.2996375,55.34341764,0.080463163,0.421606371,-0.146985926,-0.016480197,0.253409113,0.231376037,0.200229687,1323.680907,560,#2D3327,3
4015000,5/22/1991,4,1,19,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_1_LT05_197028_19910522,14,130.335129,310.7098039,9:51:48,1,0,142,1,0,197,48,66,0,28,LT05,36.94045509,33.823536,1991-05-22T09:51:48Z,5,1991,9,Spring,1995,295,2020,1984,36,7173,395,513,356,704,225,122,346.9169826,460.2700255,345.6509331,651.0213446,170.8711384,91.00594844,1.876591165,0.996350569,1.326744001,0.492541867,0.750974241,0.753724908,1.414433503,0.371241074,0.530936406,0.706996828,0.532881119,0.262466261,2.022874877,2.693667461,2.030284259,3.810013503,0.312174639,0.430460306,0.549666228,0.348075281,0.671640191,0.422095335,0.664584678,0.46180679,0.891094594,0.461220912,0.664584678,0.560012453,0.42821667,0.346365024,0.667552845,0.31103538,0.547660259,0.420554927,0.806531,0.940010835,1.257312244,0.807798008,1.031498786,1.260394048,403.5935041,555.645685,-0.002750667,2.727415738,334.3344564,480.1502062,304.1043619,0.304732621,0.45853274,-0.306389992,-0.17164834,0.331492381,0.249025759,0.256335132,1803.859286,547,#314131,4
4015000,10/27/2005,3.600000024,1.039999962,0.430000007,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_2_LE07_197028_20051027,10,160.862442,0,10:18:33,1,0,223,1,0,197,38,68,0.85028918,28,LE07,58.51923944,60.918312,2005-10-27T10:18:33Z,10,2005,10,Fall,2005,295,2020,1984,36,7308,291,350,276,409,156,105,291,350,276,409,156,105,1.405498282,0.948453608,1.202749141,0.536082474,0.788571429,0.831428571,1.168571429,0.445714286,0.674816626,0.855745721,0.711491443,0.381418093,1.769230769,2.243589744,1.865384615,2.621794872,0.383399209,0.46485623,0.575098814,0.424817518,0.673611111,0.515044248,0.617283951,0.510948905,0.810185185,0.5,0.617283951,0.619469027,0.430577223,0.394285714,0.617449664,0.363636364,0.545454545,0.488495575,0.638065523,0.721340388,0.914988814,0.653354633,0.808300395,0.946759259,320.5,379.5,-0.042857143,1.874074074,141.1818182,253,118,0.168571429,0.383399209,-0.194160584,-0.07773386,0.29954955,0.211428571,0.194923178,1326,553,#293227,5
4015000,7/23/2008,2.599999905,1,1,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_1_LT05_197028_20080723,0,135.807632,0,10:15:51,1,0,137,1,0,197,44,68,0.298065387,28,LT05,34.9475995,32.390564,2008-07-23T10:15:51Z,7,2008,10,Summer,2010,295,2020,1984,36,7232,251,268,197,354,161,90,219.846431,237.2115002,191.4370391,322.2910166,125.0762104,69.38147007,1.465982482,0.870776197,1.078987269,0.568925362,0.80703102,0.926794994,1.358665226,0.527277178,0.593988132,0.736016482,0.682136391,0.388084694,1.530563154,1.896535716,1.757699808,2.576757127,0.392931979,0.512882725,0.606828287,0.427943206,0.694588398,0.491422746,0.576759139,0.461745271,0.749452039,0.437548635,0.576759139,0.530238886,0.418846334,0.353115321,0.555014418,0.342155814,0.528411628,0.427919229,0.705142597,0.783622586,0.934386375,0.75187709,0.889599639,1.018254424,228.5289656,279.7512584,-0.119763974,2.080978654,118.7182598,197.2148062,102.4445855,0.18896423,0.309519994,-0.254714486,-0.152062795,0.229893587,0.19296898,0.132108627,970.7859869,563,#1F221B,6
4015000,9/13/2018,6.400000095,NA,NA,RG AMONT CONFLUENCE MALTAVERNE ET PT POUILLY SOUS CHARLIEU  RN487,6561350,784705.1,"c(784705.1, 6561350)",129,1_2_LE07_197028_20180913,17,154.329727,7.074509804,10:27:13,1,0,181,1,0,197,83,68,0.983534055,28,LE07,54.80277257,45.088009,2018-09-13T10:27:13Z,9,2018,10,Fall,2020,295,2020,1984,36,7364,452,485,403,524.3333333,270.48,157,452,485,403,524.3333333,270.48,157,1.160029499,0.89159292,1.07300885,0.59840708,0.830927835,0.931958763,1.081099656,0.557690722,0.768595041,0.924984107,0.862047044,0.515855054,1.489943804,1.793108548,1.671103224,1.938529035,0.447820343,0.509009009,0.598295124,0.487419123,0.67114094,0.568686987,0.567251462,0.523005032,0.720140167,0.496756572,0.567251462,0.61020617,0.430096051,0.412768863,0.557800908,0.399273448,0.533435697,0.507037292,0.559587335,0.613255361,0.725740966,0.590465465,0.694039992,0.778543288,468.5,504.6666667,-0.101030928,1.398486852,103.5034343,253.8533333,72.33333333,0.074086719,0.283951925,-0.130841121,-0.038969617,0.233739837,0.169072165,0.270107832,1864.333333,563,#404539,7
4015600,2/23/2000,9.699999809,NA,NA,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_198028_20000223,6,152.894272,1,10:28:03,1,0,221,1,0,198,219,68,0.687665775,28,LE07,94.06975245,59.896233,2000-02-23T10:28:03Z,2,2000,10,Winter,2000,390,2020,1984,36,12139,399,470,384,380.8210865,143,75,399,470,384,380.8210865,143,75,0.954438813,0.962406015,1.177944862,0.35839599,0.817021277,0.84893617,0.810257631,0.304255319,1.008347525,1.234175356,1.0477361,0.375504417,2.685314685,3.286713287,2.79020979,2.663084521,0.468958758,0.467213115,0.650897227,0.521690637,0.75711575,0.761710459,0.600255428,0.614522806,0.891840607,0.602702348,0.600255428,0.897252921,0.441887227,0.492420642,0.708487085,0.451328729,0.626427406,0.733074727,0.438229098,0.486361541,0.702621931,0.445926331,0.621241577,0.722620658,434.5,425.4105433,-0.031914894,0.928988619,25.78068249,237.8210865,-18.17891347,-0.023311646,0.533442088,0.004156415,0.104815119,0.304263566,0.182978723,0.261753982,1633.821087,552,#394337,8
4015600,2/24/2003,5.099999905,NA,NA,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_197028_20030224,21,151.688034,25.09019608,10:17:54,1,0,220,1,0,197,126,68,0.42591771,28,LE07,162.6638082,59.764633,2003-02-24T10:17:54Z,2,2003,10,Winter,2005,390,2020,1984,36,12075,627,627,491.5,577.3571429,254,151,627,627,491.5,577.3571429,254,151,0.920824789,0.783891547,1,0.405103668,0.783891547,1,0.920824789,0.405103668,0.851292837,1.085982927,1.085982927,0.439935667,1.93503937,2.468503937,2.468503937,2.273059618,0.520609691,0.560572195,0.71169126,0.586607859,0.841046278,0.754188504,0.560572195,0.586607859,0.841046278,0.520609691,0.560572195,0.754188504,0.391945774,0.408101536,0.557888763,0.408101536,0.557888763,0.591201993,0.460412395,0.516188773,0.655342954,0.516188773,0.655342954,0.774456261,627,602.1785714,-0.216108453,0.86690923,14.40764791,323.3571429,-49.64285714,-0.041219382,0.42338252,-0.080326116,0.041219382,0.166666667,0.216108453,0.34919095,2322.857143,570,#595946,9
4015600,12/16/2003,15,NA,NA,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_198028_20031216,3,160.613495,58,10:24:13,1,0,243,1,0,198,163,68,0.156170823,28,LE07,185.4487713,71.692566,2003-12-16T10:24:13Z,12,2003,10,Winter,2005,390,2020,1984,36,12149,752,784,572.5932203,439,231,185.5625,752,784,572.5932203,439,231,185.5625,0.583776596,0.761427155,1.042553191,0.307180851,0.730348495,0.959183673,0.55994898,0.294642857,1.304312575,1.785876993,1.712984055,0.5261959,2.47875853,3.393939394,3.255411255,1.9004329,0.614881439,0.554329764,0.7408867,0.743381811,0.935796845,1.12238806,0.591879822,0.775015079,0.975617987,0.658270361,0.591879822,1.170149254,0.372782044,0.480766768,0.582495646,0.468187425,0.564131252,0.854616747,0.285807292,0.331422503,0.446592065,0.323604743,0.432512315,0.546296296,768,611.5,-0.228835178,0.399232246,-223.5353535,208,-313,-0.262804366,0.544827586,0.132062194,0.282093213,0.191894492,0.269651505,0.436627919,2547.59322,568,#6B6F51,10
4015600,4/20/2006,10,2.660000086,2.970000029,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_1_LT05_198028_20060420,2,147.180862,0,10:27:12,1,0,159,1,0,198,175,68,0.824601326,28,LT05,83.85176503,38.488987,2006-04-20T10:27:12Z,4,2006,10,Spring,2010,390,2020,1984,36,12048,464.1290377,504,345,521.7297297,243,131,410.6000459,451.9912158,335.1181839,483.9644163,184.1347279,97.27271955,1.178675992,0.816166942,1.10080654,0.44845277,0.74142632,0.908424836,1.070738544,0.407385634,0.69244385,0.933934811,0.848409577,0.380471625,1.819961871,2.454676643,2.229889226,2.628316895,0.438696058,0.521655625,0.645469737,0.5012926,0.790751552,0.614579512,0.606115283,0.551826172,0.87046448,0.505263997,0.606115283,0.676533146,0.388501714,0.374616026,0.563475012,0.35804922,0.526811062,0.501599481,0.561058798,0.648990995,0.813748309,0.614862961,0.760799683,0.93203987,431.2956309,467.977816,-0.166998515,1.323954109,112.2523543,299.8296883,73.36437035,0.082011273,0.421074617,-0.181723104,-0.034161021,0.225692502,0.25857368,0.251724469,1681.673862,564,#3A4030,11
4015600,9/11/2006,30,13.53999996,2.119999886,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_1_LT05_198028_20060911,12,152.374313,0,10:29:11,1,0,181,1,0,198,59,66,0.828950458,28,LT05,55.04878096,44.694004,2006-09-11T10:29:11Z,9,2006,10,Fall,2010,390,2020,1984,36,12049,472,508,318,683,276,147,417.9612282,455.6698881,309.1792761,632.2323752,208.8888956,108.614065,1.512657952,0.739731954,1.090220473,0.499780557,0.678515926,0.917245662,1.387478944,0.458421548,0.489027908,0.720731658,0.661087987,0.330398923,1.480113508,2.18139833,2.000878156,3.026644253,0.384190053,0.546462293,0.62893041,0.443972865,0.806768783,0.496909593,0.626660027,0.484028307,0.879555844,0.433891319,0.626660027,0.541741012,0.353901401,0.29440217,0.493226793,0.284197659,0.465239921,0.367579904,0.723683444,0.869477593,1.008586186,0.826610533,0.951356585,1.220365214,436.8155581,543.9511316,-0.238729736,2.024866104,250.1724567,423.3434797,214.2711471,0.204030139,0.371345618,-0.34315817,-0.162296277,0.209568915,0.321484074,0.253773208,1815.042768,566,#3B412C,12
4015600,10/3/2011,2,2,1,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_198028_20111003,0,157.862701,0,10:28:42,1,0,202,1,0,198,36,68,0.921284664,28,LE07,48.60748399,52.268597,2011-10-03T10:28:42Z,10,2011,10,Fall,2015,390,2020,1984,36,12174,247,313,237,408,124,82,247,313,237,408,124,82,1.651821862,0.95951417,1.267206478,0.502024291,0.757188498,0.78913738,1.303514377,0.396166134,0.580882353,0.767156863,0.605392157,0.303921569,1.911290323,2.524193548,1.991935484,3.290322581,0.34257975,0.449090909,0.565217391,0.382945736,0.684210526,0.464285714,0.646694215,0.485271318,0.867036011,0.477862595,0.646694215,0.588345865,0.423214286,0.361832061,0.638814016,0.328710125,0.542334096,0.445488722,0.728571429,0.842975207,1.099730458,0.741818182,0.933638444,1.130193906,280,360.5,-0.031948882,2.308943089,182.1212121,284,161,0.245801527,0.432494279,-0.265116279,-0.131761442,0.311403509,0.242811502,0.174317013,1205,551,#232C22,13
4015600,12/11/2013,5.199999809,NA,NA,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_198028_20131211,1,162.871796,721.5921569,10:31:47,1,0,242,1,0,198,95,68,0.815364915,28,LE07,118.333872,70.874512,2013-12-11T10:31:47Z,12,2013,10,Winter,2015,390,2020,1984,36,12186,414,477,407,395,143,62,414,477,407,395,143,62,0.95410628,0.983091787,1.152173913,0.345410628,0.853249476,0.867924528,0.828092243,0.299790356,1.030379747,1.207594937,1.048101266,0.362025316,2.846153846,3.335664336,2.895104895,2.762237762,0.474770642,0.468325792,0.667741935,0.516209476,0.752727273,0.769516729,0.580998782,0.594763092,0.867272727,0.589616811,0.580998782,0.8866171,0.456790123,0.503090235,0.73070018,0.466743119,0.656451613,0.756505576,0.44332211,0.481120585,0.709156194,0.446832579,0.637096774,0.718181818,445.5,436,-0.014675052,0.929889299,27.53535354,252,-19,-0.023485785,0.538709677,0.014962594,0.094036697,0.316666667,0.146750524,0.265652445,1693,550,#3B443A,14
4015600,3/12/2015,4,1,2,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,2_LC08_198028_20150312,4.11,153.401855,0,10:35:03,1,0,203,1,0,198,176,324,0.150326779,28,LC08,81.51952436,52.756435,2015-03-12T10:35:03Z,3,2015,10,Spring,2015,390,2020,1984,36,12239,296.2,371,242,187,122,82.85714286,357.886482,433.7156871,316.5327771,370.4906062,166.3472458,100.1130829,1.035218218,0.884450218,1.211880607,0.464804496,0.729816298,0.825163794,0.854224593,0.383539841,0.854361141,1.170652319,0.965979909,0.448991804,1.90284351,2.607291062,2.151442185,2.227212145,0.445018256,0.477023945,0.596414913,0.520923291,0.741149903,0.666656572,0.64309505,0.631296835,0.898185194,0.595454874,0.64309505,0.807908171,0.399863453,0.434572671,0.603800863,0.393596493,0.5274993,0.58962455,0.468026264,0.549347607,0.706727909,0.493823878,0.617419584,0.767251882,395.8010846,402.1031466,-0.095347497,1.065804398,45.49470005,204.1433603,12.60412413,0.017304394,0.445567334,-0.078538563,0.078617988,0.274516871,0.270183702,0.2415464,1478.625552,557,#333E2D,15
4015600,6/17/2015,7.599999905,1,1,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_197028_20150617,14,140.034531,510.545098,10:28:52,1,0,117,1,0,197,55,68,0.962091386,28,LE07,80.49121096,27.20409,2015-06-17T10:28:52Z,6,2015,10,Summer,2015,390,2020,1984,36,12118,384,418,320,486,186,125,384,418,320,486,186,125,1.265625,0.833333333,1.088541667,0.484375,0.765550239,0.918660287,1.162679426,0.444976077,0.658436214,0.860082305,0.790123457,0.382716049,1.720430108,2.247311828,2.064516129,2.612903226,0.424778761,0.520325203,0.635761589,0.476426799,0.758893281,0.571428571,0.59375,0.518610422,0.826086957,0.48045977,0.59375,0.62202381,0.399002494,0.367816092,0.561403509,0.353982301,0.529801325,0.476190476,0.605985037,0.690340909,0.852631579,0.658536585,0.804635762,0.960474308,401,452,-0.153110048,1.515151515,136,300,102,0.117241379,0.38410596,-0.205955335,-0.075221239,0.224489796,0.234449761,0.232793967,1608,564,#373B2D,16
4015600,6/21/2017,2.099999905,1,1,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,2_LC08_198028_20170621,5.92,139.633102,0,10:35:11,1,0,120,1,0,198,56,324,0.885685483,28,LC08,86.88688804,27.245605,2017-06-21T10:35:11Z,6,2017,10,Summer,2020,390,2020,1984,36,12247,350,394,255,407.5,177.5,95.5,412.9390286,456.7802721,331.5778338,649.543852,230.5472249,114.2362064,1.572977624,0.802970441,1.106168806,0.558308149,0.725902264,0.904021154,1.422005046,0.504722377,0.510477981,0.703232385,0.635736952,0.354937121,1.438220885,1.981287228,1.791125566,2.817400436,0.373253208,0.523796262,0.600789333,0.420884621,0.734603488,0.469200336,0.613525758,0.465569438,0.812595463,0.429917771,0.613525758,0.519014775,0.381246953,0.312078284,0.515283476,0.299711293,0.482416076,0.376754,0.746843092,0.872436723,1.009413718,0.823919799,0.945028178,1.155514848,434.8596504,553.1620621,-0.17811889,2.297233859,267.924628,418.996627,236.6048233,0.222690481,0.329148838,-0.324084181,-0.174237889,0.225027143,0.274097736,0.254391607,1850.840987,564,#3B412F,17
4015600,9/13/2018,6.599999905,NA,NA,PONT RD 130 AU L-D BONNAND,6584820,775924.1,"c(775924.1, 6584820)",142,1_2_LE07_197028_20180913,17,154.329727,0,10:27:13,1,0,181,1,0,197,103,68,0.705471927,28,LE07,84.72839731,45.088009,2018-09-13T10:27:13Z,9,2018,10,Fall,2020,390,2020,1984,36,12128,496,532,450,529.4210526,272.7213985,160,496,532,450,529.4210526,272.7213985,160,1.067381154,0.907258065,1.072580645,0.549841529,0.845864662,0.932330827,0.995152355,0.512634208,0.849985088,1.00487126,0.936872453,0.515131382,1.65003554,1.950708683,1.81870584,1.941252339,0.467298061,0.50509165,0.616362384,0.506421624,0.686294886,0.618344035,0.562367865,0.543178032,0.736106612,0.518811271,0.562367865,0.663223844,0.437743191,0.438844121,0.585387633,0.423959935,0.559199744,0.560997613,0.515001024,0.559641705,0.688703415,0.539125308,0.657893594,0.732538228,514,530.7105263,-0.086466165,1.149683187,71.76182259,256.6996542,33.42105263,0.032592517,0.322196728,-0.081089795,0.002429712,0.239837398,0.154135338,0.296283231,2007.421053,562,#464C40,18
4021000,6/16/1986,NA,1.549999952,34.20000076,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_1_LT05_198028_19860616,27,125.987068,0,9:59:09,1,0,137,1,0,198,50,66,0,28,LT05,34.51138363,31.861523,1986-06-16T09:59:09Z,6,1986,9,Summer,1990,455,2020,1984,36,16499,441,559,394,925,223,120,389.0994923,502.6849783,381.8810898,841.51628,169.4078064,89.62435569,2.162727777,0.98144844,1.291918875,0.435384291,0.759682716,0.77404241,1.674043022,0.337005906,0.453801191,0.597356213,0.462379043,0.201312572,2.25421188,2.96730705,2.296821502,4.967399661,0.289465205,0.439876123,0.578937166,0.318048332,0.705799618,0.384894867,0.652007314,0.410892643,0.911835848,0.408482477,0.652007314,0.497252944,0.428221283,0.310317077,0.683753087,0.284095174,0.568196979,0.377754467,0.943631906,1.091488294,1.506723873,0.951332309,1.252083491,1.526452439,445.8922353,672.1006292,-0.014359694,3.059325941,490.1416227,672.1084736,452.4167877,0.367634479,0.495879705,-0.375703922,-0.252068877,0.323374489,0.240317284,0.27995701,2115.18184,548,#374736,19
4021000,10/10/1990,6,5.400000095,8,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_1_LT05_197028_19901010,1,149.676254,0,9:48:53,1,0,217,1,0,197,49,68,0.999791732,28,LT05,49.01060243,57.253811,1990-10-10T09:48:53Z,10,1990,9,Fall,1990,455,2020,1984,36,16424,355,448,340,509,284,193,310.8625596,400.6239876,330.3238808,471.9613068,214.9751873,142.6494209,1.518231425,1.062604262,1.288749562,0.691544159,0.824523471,0.775945947,1.178065521,0.536600887,0.699896106,0.848849221,0.658661113,0.455493245,1.536567476,1.863582457,1.446039255,2.195422239,0.35625464,0.425286909,0.504975595,0.387471393,0.570077188,0.452534641,0.624816687,0.499353589,0.734686727,0.511767723,0.624816687,0.58320382,0.464272841,0.421964499,0.628185943,0.378557699,0.53658922,0.480865238,0.66334537,0.736074996,0.897541703,0.64568395,0.766669817,0.865509102,355.7432736,436.2926472,0.048577524,2.680083032,177.5642556,256.9861196,161.0987472,0.205791819,0.301574154,-0.176542492,-0.081753978,0.369468604,0.224054053,0.22311686,1513.771735,535,#2C392F,20
4021000,2/23/2000,24,NA,NA,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_2_LE07_198028_20000223,6,152.894272,0,10:28:03,1,0,223,1,0,198,202,68,0.610418322,28,LE07,107.950848,59.896233,2000-02-23T10:28:03Z,2,2000,10,Winter,2000,455,2020,1984,36,16677,518,604.4029501,447,382,107,75,518,604.4029501,447,382,107,75,0.737451737,0.862934363,1.166801062,0.206563707,0.73957283,0.857044129,0.632028682,0.177034212,1.170157068,1.582206676,1.356020942,0.280104712,4.177570093,5.648625702,4.841121495,3.570093458,0.52514036,0.492675049,0.728138673,0.624849216,0.935018051,1.059304703,0.626324301,0.729074729,1.090980054,0.671558833,0.626324301,1.235997853,0.398252695,0.496666667,0.7152,0.453161662,0.628335882,0.914110429,0.340341229,0.395854922,0.6112,0.363324071,0.536967129,0.689530686,561.2014751,493.2014751,-0.1174713,0.669099757,-65.42424242,275,-136,-0.151111111,0.699185954,0.07840772,0.225468659,0.258154734,0.26042717,0.336606125,1951.40295,560,#4A563F,21
4021000,2/24/2003,6.800000191,NA,NA,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_2_LE07_197028_20030224,21,151.688034,0,10:17:54,1,0,222,1,0,197,153,68,0.470588235,28,LE07,117.3106567,59.764633,2003-02-24T10:17:54Z,2,2003,10,Winter,2005,455,2020,1984,36,16603,510,596,493,457,141,112,510,596,493,457,141,112,0.896078431,0.966666667,1.168627451,0.276470588,0.827181208,0.855704698,0.766778523,0.236577181,1.078774617,1.304157549,1.115973742,0.308533917,3.496453901,4.226950355,3.617021277,3.241134752,0.484330484,0.468319559,0.691994573,0.536842105,0.804416404,0.852842809,0.594217348,0.627368421,0.940063091,0.616339193,0.594217348,0.996655518,0.445750452,0.509824199,0.757296467,0.468186135,0.668928087,0.824414716,0.413200723,0.455633101,0.701996928,0.419651056,0.620081411,0.720820189,553,526.5,-0.02852349,0.856368564,10.36363636,316,-53,-0.054808687,0.617367707,0.037894737,0.132003799,0.305825243,0.172818792,0.331926326,2056,552,#485546,22
4021000,12/16/2003,16,NA,NA,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_2_LE07_198028_20031216,3,160.613495,3,10:24:13,1,0,243,1,0,198,158,68,0.382270098,28,LE07,162.7438912,71.692566,2003-12-16T10:24:13Z,12,2003,10,Winter,2005,455,2020,1984,36,16688,712,736,532,443,173,124,712,736,532,443,173,124,0.622191011,0.747191011,1.033707865,0.242977528,0.722826087,0.967391304,0.601902174,0.235054348,1.200902935,1.661399549,1.607223476,0.390519187,3.075144509,4.25433526,4.115606936,2.560693642,0.603901612,0.561514196,0.783278328,0.73025641,1.009929078,1.155844156,0.591639871,0.754871795,1.043971631,0.637229437,0.591639871,1.194805195,0.367403315,0.460606061,0.601129944,0.451229856,0.585258526,0.863636364,0.305939227,0.356109325,0.500564972,0.349369085,0.487348735,0.628368794,724,589.5,-0.244565217,0.500927644,-176.4444444,270,-269,-0.232900433,0.619361936,0.091282051,0.248515691,0.18627451,0.277173913,0.409895597,2423,568,#65694C,23
4021000,10/27/2005,2,2.25999999,0.219999999,AVAL DIGOIN - HAMEAU DE VARENNE,6599530,772135.1,"c(772135.1, 6599530)",153,1_2_LE07_197028_20051027,10,160.862442,0,10:18:33,1,0,224,1,0,197,66,68,0.874598163,28,LE07,59.409259,60.918312,2005-10-27T10:18:33Z,10,2005,10,Fall,2005,455,2020,1984,36,16613,225,303,281,370.5,158,43,225,303,281,370.5,158,43,1.646666667,1.248888889,1.346666667,0.702222222,0.927392739,0.742574257,1.222772277,0.521452145,0.758434548,0.817813765,0.607287449,0.426450742,1.778481013,1.917721519,1.424050633,2.344936709,0.334075724,0.385273973,0.488069414,0.345356869,0.512528474,0.425733207,0.598814229,0.465080583,0.690205011,0.508816121,0.598814229,0.573320719,0.53219697,0.471872376,0.733681462,0.41722346,0.609544469,0.531693472,0.701704545,0.732213439,0.967362924,0.634417808,0.803687636,0.843963554,264,336.75,0.184818482,3.171641791,157.0050505,212.5,145.5,0.244332494,0.314533623,-0.137375288,-0.100222717,0.452991453,0.257425743,0.16874778,1179.5,501,#202B28,24
