site_no,date,TSS,PheoP,CHLA,site_name,lat,long,geometry,split_ID,LS_ID,Cloud_Cover,azimuth,cScore,time,dswe,dswe_sd,hillshade,hillshadow,hillshadow_sd,path,pixelCount,qa,qa_sd,row,sat,swir1_sd,zenith,date_time,month,year,hour,season,decade,count,max_year,min_year,n_years,rn,red_raw,green_raw,blue_raw,nir_raw,swir1_raw,swir2_raw,red,green,blue,nir,swir1,swir2,NR,BR,GR,SR,BG,RG,NG,SG,BN,GN,RN,SN,BS,GS,RS,NS,R.GN,R.GB,R.GS,R.BN,R.BS,R.NS,G.BR,G.BN,G.BS,G.RN,G.RB,G.NS,B.RG,B.RN,B.RS,B.GN,B.GS,B.NS,N.RG,N.RB,N.RS,N.GB,N.GS,N.BS,GR2,GN2,BR_G,NS_NR,fai,N_S,N_R,ndvi,ndwi,ndssi,gn.gn,hue,saturation,bright,bright_tot,dw,hexcolor,index
4055800,6/6/2006,17,20,34,RIVE GAUCHE - PONT NAPOLEON,6702189,524776.6,"c(524776.6, 6702189)",326,1_2_LE07_199027_20060606,9,139.726761,0,10:31:15,1,0,126,1,0,199,227,68,0.978330688,27,LE07,114.997733,29.601219,2006-06-06T10:31:15Z,6,2006,10,Summer,2010,412,2020,1984,36,85100,416.25,624.6111111,416.4666667,529.1906985,171,85.20291008,416.25,624.6111111,416.4666667,529.1906985,171,85.20291008,1.271329006,1.000520521,1.500567234,0.410810811,0.666761541,0.666414658,0.847232284,0.273770346,0.786987881,1.180313851,0.786578451,0.323134931,2.435477583,3.652696556,2.434210526,3.094682448,0.360763865,0.399826035,0.523182739,0.440169997,0.70855084,0.594480905,0.750088399,0.660504675,1.063228174,0.660656043,0.750088399,0.892058567,0.400117424,0.440500041,0.709181212,0.36095165,0.523455066,0.594790344,0.508416246,0.635499108,0.901133586,0.508310435,0.665137391,0.900801234,520.4305556,576.9009048,3.47E-04,1.460512532,155.0543349,358.1906985,112.9406985,0.119458258,0.57014175,-0.11920177,0.082700869,0.333506644,0.333585342,0.347860522,1986.518476,546,#3B593B,160
4055800,3/12/2007,29,4.599999905,7.699999809,RIVE GAUCHE - PONT NAPOLEON,6702189,524776.6,"c(524776.6, 6702189)",326,1_2_LE07_200027_20070312,0,151.585281,58.10980392,10:37:55,1,0,208,1,0,200,598,68,0.359590102,27,LE07,142.1545127,54.618454,2007-03-12T10:37:55Z,3,2007,10,Spring,2010,412,2020,1984,36,85186,730.0612245,774.2793242,536.4142857,498.1837053,217.2660765,129,730.0612245,774.2793242,536.4142857,498.1837053,217.2660765,129,0.682386201,0.734752467,1.06056766,0.297599803,0.692791695,0.942891282,0.643416,0.28060426,1.076739926,1.554204435,1.465445812,0.436116385,2.468927935,3.563737775,3.360217279,2.292965903,0.573738653,0.557003726,0.73628623,0.705647247,0.968661599,1.020422737,0.611365414,0.74838665,1.027331164,0.630394887,0.611365414,1.082227354,0.356577695,0.436732343,0.566239657,0.421555891,0.540988124,0.749758123,0.331164181,0.393362289,0.525883403,0.380091656,0.502431563,0.661001308,752.1702743,636.2315147,-0.250099586,0.547816472,-143.8217867,280.9176288,-231.8775192,-0.188787687,0.561762726,0.036952112,0.216977321,0.197649292,0.307208305,0.431214247,2538.93854,567,#686E4C,161
4055800,8/16/2012,2.200000048,NA,NA,RIVE GAUCHE - PONT NAPOLEON,6702189,524776.6,"c(524776.6, 6702189)",326,1_2_LE07_200027_20120816,21,146.912262,684.4980392,10:42:33,1,0,156,1,0,200,40,68,0.988685997,27,LE07,35.72421273,37.847458,2012-08-16T10:42:33Z,8,2012,10,Summer,2015,412,2020,1984,36,85205,531,566,375,622,429.5,335,531,566,375,622,429.5,335,1.171374765,0.706214689,1.065913371,0.808851224,0.66254417,0.938162544,1.098939929,0.758833922,0.602893891,0.909967846,0.853697749,0.690514469,0.873108265,1.317811409,1.236321304,1.448195576,0.446969697,0.564293305,0.533400301,0.532597793,0.66003729,0.504992867,0.624724062,0.567703109,0.703542573,0.490893322,0.624724062,0.53827865,0.341841386,0.325238508,0.390421655,0.315656566,0.376695128,0.356633381,0.567000912,0.686534216,0.647579386,0.660998937,0.624811652,0.773151025,548.5,594,-0.275618375,1.896551724,108.4292929,192.5,91,0.078924545,0.137117027,-0.24774323,-0.047138047,0.197207679,0.33745583,0.315218625,2094,567,#4B5035,162
4055800,7/16/2018,2,NA,NA,RIVE GAUCHE - PONT NAPOLEON,6702189,524776.6,"c(524776.6, 6702189)",326,1_2_LE07_200027_20180716,3,141.876617,56,10:46:30,1,0,130,1,0,200,156,66,0.999671215,27,LE07,80.59632592,30.573467,2018-07-16T10:46:30Z,7,2018,10,Summer,2020,412,2020,1984,36,85228,460.8823529,591.375,422.2666667,598.6521739,250.15625,164,460.8823529,591.375,422.2666667,598.6521739,250.15625,164,1.298926223,0.916213572,1.283136567,0.542776803,0.714042133,0.779340271,1.012305515,0.423007821,0.705362287,0.98784407,0.769866666,0.417865767,1.688011659,2.364022486,1.842377926,2.393113,0.387287251,0.454679763,0.547671109,0.451438777,0.685405481,0.542975706,0.669620853,0.579257603,0.879468836,0.55814604,0.669620853,0.696711983,0.401296,0.398539789,0.593873054,0.354837836,0.501783703,0.497481711,0.568921825,0.677860883,0.841940468,0.590595467,0.711384365,0.890291153,526.1286765,595.013587,-0.065298138,1.653786214,173.9551114,348.4959239,137.769821,0.130028628,0.405473653,-0.172771331,-0.006115133,0.295275199,0.285957867,0.329350555,2073.176194,554,#41543C,163
4056000,3/5/1990,58,2.099999905,14.69999981,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_19900305,0,144.030838,14,10:08:17,1,0,221,1,0,200,905,68,0.255341879,27,LT05,159.7555182,59.994896,1990-03-05T10:08:17Z,3,1990,10,Spring,1990,404,2020,1984,36,83716,894.7009902,910.5705786,564,476.2277228,102.9365376,91,846.4064802,832.43757,541.0064974,440.8579166,85.37190663,70.04170255,0.52085839,0.639180477,0.983496215,0.100863957,0.649906392,1.01678073,0.529598774,0.102556528,1.227167477,1.888221893,1.919907635,0.193649481,6.337055348,9.750720148,9.914344351,5.163969437,0.664736889,0.616265708,0.922202812,0.862040082,1.351270214,1.608435027,0.599992636,0.847813158,1.328969142,0.646671789,0.599992636,1.581889762,0.322249406,0.420276129,0.580617135,0.424886841,0.589454033,1.028080267,0.26259611,0.317755365,0.473136019,0.320987164,0.480337072,0.703820428,839.4220251,636.6477433,-0.366874338,0.467108884,-274.865859,355.48601,-405.5485636,-0.315046827,0.813965951,0.101998381,0.307532429,0.15904338,0.360819523,0.471383546,2660.708464,571,#78764D,164
4056000,4/2/1991,19.60000038,NA,NA,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_199027_19910402,16,141.065659,184,10:02:50,1,0,193,1,0,199,751,68,3.368427842,27,LT05,108.6792376,49.125877,1991-04-02T10:02:50Z,4,1991,10,Spring,1995,404,2020,1984,36,83647,704.3123425,876.3052791,716.1633892,824.5941845,241.1524107,100.4551428,645.3815377,799.8645267,679.3369981,756.6080472,182.7655427,76.33382589,1.172342255,1.052613002,1.239366917,0.283189915,0.849315072,0.806863558,0.945920243,0.228495622,0.897871759,1.057171583,0.852993224,0.241559079,3.716986189,4.376451462,3.531199197,4.139774029,0.414643694,0.436303997,0.656789933,0.44944724,0.748613427,0.687033939,0.603799604,0.55703004,0.927806715,0.570521019,0.603799604,0.851487135,0.470049367,0.4845521,0.820309597,0.436459344,0.691345624,0.723180857,0.523515037,0.571146267,0.913615546,0.511497612,0.769982591,0.877631153,722.6230322,778.236287,0.042451514,1.240429451,190.6656197,573.8425045,111.2265095,0.079334762,0.628007429,-0.053811982,0.027791354,0.369966774,0.193136442,0.445463244,2881.19111,535,#5C7260,165
4056000,6/1/1993,44,39.29999924,113.9000015,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_19930601,12,130.322128,0,10:09:56,1,0,140,1,0,200,603,66,0.114991282,27,LT05,46.92729995,33.229691,1993-06-01T10:09:56Z,6,1993,10,Summer,1995,404,2020,1984,36,83733,452,554.8697859,326,713,206.5550639,89,399.3007172,498.8697496,316.8775889,659.0372266,157.4544716,68.72223969,1.650478444,0.793581317,1.249358511,0.394325542,0.635191028,0.800410764,1.321060712,0.315622408,0.480818952,0.756967482,0.60588492,0.238915899,2.012502952,3.168342851,2.535975721,4.185573262,0.344846974,0.489490677,0.608389427,0.409155298,0.841816842,0.48904443,0.696571992,0.511181654,1.051731036,0.471370938,0.696571992,0.610991821,0.352803394,0.299410591,0.56915067,0.273664116,0.482806483,0.388096523,0.733755173,0.920213892,1.183710973,0.807893812,1.004133636,1.389400552,449.0852334,578.9534881,-0.165219736,2.073973709,301.2656626,501.5827549,259.7365094,0.245419255,0.520193019,-0.350604,-0.138324995,0.257851027,0.364808972,0.27783222,1874.085282,560,#39472D,166
4056000,8/4/1993,34.79999924,63.79999924,98.80000305,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_19930804,3,132.074493,493.6392157,10:09:48,1,0,158,1,0,200,374,66,0.976854743,27,LT05,63.25889668,38.397732,1993-08-04T10:09:48Z,8,1993,10,Summer,1995,404,2020,1984,36,83735,378.3626374,470,278,512.3322989,177,99,331.8499846,420.7740984,270.5271577,475.1076334,136.3252593,75.35963776,1.431694005,0.815209192,1.267964797,0.410803874,0.642927306,0.788665428,1.129127566,0.323986813,0.569401834,0.885639524,0.698473275,0.286935527,1.984424304,3.086545374,2.43425163,3.485103465,0.37041718,0.480036716,0.595674685,0.445057002,0.815651993,0.542741466,0.698522684,0.564316611,1.034218013,0.521432711,0.698522684,0.688177073,0.359445258,0.335243328,0.577833111,0.30196749,0.485599479,0.442447832,0.631268178,0.788721218,1.014807254,0.687265688,0.852823876,1.167764068,376.3120415,447.9408659,-0.145738122,1.732683033,176.8326017,338.7823741,143.2576488,0.177528095,0.510589063,-0.274370883,-0.060648111,0.265308846,0.357072694,0.234338927,1498.258874,559,#2F3C26,167
4056000,11/3/1997,15.19999981,NA,NA,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_19971103,0,158.333435,80.45490196,10:21:10,1,0,231,1,0,200,488,68,0.386877431,27,LT05,95.45548806,65.149071,1997-11-03T10:21:10Z,11,1997,10,Fall,2000,404,2020,1984,36,83752,497.3406359,577.3124099,498,444.3120596,170.4698526,109.8169136,441.8137796,519.6172284,479.8023792,410.288165,131.718059,82.65207715,0.928645017,1.085983284,1.176100095,0.298130265,0.92337658,0.850267765,0.789596924,0.253490554,1.169427783,1.266468967,1.076837738,0.32103792,3.642646898,3.944920174,3.354238461,3.114896834,0.475116913,0.442070354,0.678320042,0.496369479,0.722484077,0.815145214,0.563810892,0.583780192,0.849713592,0.609806411,0.563810892,0.958692364,0.499050244,0.563080958,0.836574967,0.515969025,0.736644227,0.885234076,0.426747381,0.445183346,0.715371209,0.410526431,0.629918527,0.670931239,480.715504,464.9526967,0.073108814,0.89833586,21.7231455,278.570106,-31.52561461,-0.036997468,0.595544533,0.078097913,0.117570093,0.414710616,0.149732235,0.289386976,1851.521552,513,#3F4A44,168
4056000,8/30/1999,52,49,126,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_199027_19990830,4,144.380127,49,10:18:29,1,0,175,1,0,199,453,68,0.951760059,27,LT05,73.4395766,43.365089,1999-08-30T10:18:29Z,8,1999,10,Summer,2000,404,2020,1984,36,83666,390.4579082,550.5685619,364.3333333,513.2208051,172.3932396,98.22214359,342.7936113,494.8980013,353.6168161,475.9460455,133.0727581,74.83974923,1.388433243,1.031573531,1.443720026,0.388200812,0.71452464,0.692655073,0.96170533,0.268889262,0.742976687,1.039819547,0.720236284,0.27959631,2.657319357,3.71900311,2.575986371,3.576585112,0.353088235,0.403992487,0.545875116,0.413221984,0.704337281,0.562862114,0.710641285,0.596576853,1.016865837,0.60446321,0.710641285,0.812615306,0.422132454,0.431903858,0.743101086,0.364236478,0.563110321,0.580633659,0.568163795,0.683427512,1.000167434,0.560916599,0.757911158,0.977925295,418.8458063,485.4220234,0.021869567,1.634903169,169.165106,342.8732874,133.1524342,0.162630982,0.576181674,-0.147462278,0.019521112,0.345192738,0.307344927,0.275620261,1667.254474,543,#314632,169
4056000,9/2/2003,25,23,49,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20030902,14,148.991028,663.8156863,10:29:33,1,0,175,1,0,199,180,68,1.444615375,27,LE07,82.81744314,43.297325,2003-09-02T10:29:33Z,9,2003,10,Fall,2005,404,2020,1984,36,83805,381.3333333,553,380.4,406.1052632,174.0277778,102.5479452,381.3333333,553,380.4,406.1052632,174.0277778,102.5479452,1.064961354,0.997552448,1.450174825,0.45636655,0.687884268,0.689572031,0.734367564,0.314697609,0.936702955,1.361715915,0.93900121,0.428528743,2.185857941,3.177653631,2.191221069,2.333565758,0.397592786,0.408542247,0.524509991,0.48484524,0.687796226,0.657320488,0.725975845,0.703110362,0.997424772,0.702276981,0.725975845,0.953229623,0.407135212,0.483085287,0.684959736,0.396619656,0.523226225,0.655711661,0.434647089,0.533133113,0.73124541,0.435081705,0.558582871,0.732476401,467.1666667,479.5526316,-0.001687764,1.119494771,60.36985351,232.0774854,24.77192982,0.031458872,0.52126237,-0.032682888,0.153158097,0.332432084,0.312115732,0.307978621,1720.838596,546,#364F36,170
4056000,11/22/2004,12,3,5,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_20041122,24,161.823792,9,10:32:35,1,0,239,1,0,200,629,68,0.284538726,27,LT05,99.85766124,69.638733,2004-11-22T10:32:35Z,11,2004,10,Fall,2005,404,2020,1984,36,83772,481.1187822,625.2440195,400.2564103,232,102,56,426.5176064,564.0631569,387.8229551,199.9133794,84.74586076,47.52981261,0.468710732,0.909277716,1.322485047,0.198692526,0.687552361,0.756152217,0.354416659,0.150241794,1.939954976,2.821537801,2.133512062,0.423912902,4.576305576,6.655937551,5.032901933,2.358975148,0.558286264,0.448076299,0.657385447,0.725695488,0.902551315,1.498344498,0.692662485,0.959721433,1.193610619,0.900439425,0.692662485,1.981538195,0.391510687,0.619099253,0.758557926,0.507637259,0.597745938,1.362411264,0.201814316,0.245491124,0.391018315,0.21001817,0.308123614,0.423035488,495.2903817,381.9882682,-0.068599856,0.336972029,-167.9161494,115.1675187,-226.604227,-0.361738535,0.738764849,0.319717473,0.476650473,0.296740612,0.312447639,0.314139952,1578.317098,553,#3D5037,171
4056000,8/22/2005,16,6.78000021,15.43999958,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20050822,19,146.195389,0,10:30:30,1,0,164,1,0,199,235,68,0.570530239,27,LE07,106.324513,40.07127,2005-08-22T10:30:30Z,8,2005,10,Summer,2005,404,2020,1984,36,83815,353.25,519,310.68,306.6909091,116.2187132,74.18309859,353.25,519,310.68,306.6909091,116.2187132,74.18309859,0.868197903,0.879490446,1.469214437,0.32899848,0.598612717,0.680635838,0.590926607,0.223928156,1.013006877,1.692257529,1.151811122,0.378944109,2.673235588,4.465718005,3.039527718,2.638911589,0.427823531,0.425766561,0.556107672,0.572184395,0.827479655,0.835284849,0.781708915,0.840661574,1.215745056,0.786434047,0.781708915,1.22721256,0.356182287,0.470769422,0.661769339,0.376266708,0.489091385,0.734625044,0.351608953,0.461932597,0.653272307,0.369649635,0.482811515,0.718416101,436.125,412.8454545,-0.082023121,0.80357407,-5.856748727,190.4721959,-46.55909091,-0.070550394,0.634082842,0.006461417,0.257129016,0.299275154,0.401387283,0.289043227,1489.620909,553,#324A2C,172
4056000,6/6/2006,13,5.46999979,14.98999977,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20060606,9,139.726761,0,10:31:15,1,0,126,1,0,199,303,66,0.811639665,27,LE07,64.85322918,29.601219,2006-06-06T10:31:15Z,6,2006,10,Summer,2010,404,2020,1984,36,83818,390.5659369,574.5144759,362,556.5419111,131,83,390.5659369,574.5144759,362,556.5419111,131,83,1.424962749,0.926860143,1.470979473,0.335410715,0.630097265,0.67981914,0.96871695,0.228018624,0.650445174,1.032293282,0.701772731,0.235382093,2.763358779,4.385606687,2.981419366,4.248411535,0.345310757,0.417042071,0.553590253,0.425202086,0.792222996,0.568061278,0.763407494,0.625463541,1.165343765,0.606598791,0.763407494,0.83560648,0.375098277,0.382216239,0.694063731,0.320054777,0.51310074,0.526513357,0.576679315,0.73952578,1.067059545,0.594269416,0.788845488,1.128888258,482.5402064,565.5281935,-0.049721875,1.639436654,210.5479028,425.5419111,165.9759742,0.175245063,0.628639796,-0.211794267,0.01589007,0.310930203,0.369902735,0.319960536,1883.622324,551,#375233,173
4056000,12/6/2006,19,NA,NA,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_200027_20061206,6,162.285675,3,10:37:32,1,0,242,1,0,200,497,68,0.319203735,27,LE07,81.70747504,71.86882,2006-12-06T10:37:32Z,12,2006,10,Winter,2010,404,2020,1984,36,83913,523,584.6127171,412.5053763,380.6420577,174,125,523,584.6127171,412.5053763,380.6420577,174,125,0.727805082,0.788729209,1.117806342,0.332695985,0.705604521,0.894609345,0.651101227,0.297632937,1.083709401,1.535859491,1.373994254,0.457122371,2.370720554,3.359843201,3.005747126,2.187598033,0.541825862,0.524511593,0.689416336,0.659398212,0.891722431,0.94295049,0.62491647,0.737079504,0.996772989,0.646951647,0.62491647,1.054036038,0.372427447,0.456492007,0.591829808,0.427353883,0.543762802,0.743732594,0.343659884,0.40688388,0.54611486,0.381742203,0.501760713,0.649000117,553.8063585,482.6273874,-0.189004824,0.592097586,-82.42864941,206.6420577,-142.3579423,-0.157537978,0.541267906,0.040173261,0.211312769,0.226331676,0.294395479,0.325584482,1900.760151,564,#4A533B,174
4056000,4/24/2008,33,11,3,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20080424,14,147.25209,0,10:31:19,1,0,158,1,0,199,355,68,0.603737615,27,LE07,57.35981741,38.226719,2008-04-24T10:31:19Z,4,2008,10,Spring,2010,404,2020,1984,36,83830,634,652,423,479,130.6122449,67,634,652,423,479,130.6122449,67,0.755520505,0.667192429,1.028391167,0.206013005,0.648773006,0.972392638,0.734662577,0.200325529,0.88308977,1.361169102,1.323590814,0.27267692,3.23859375,4.991875,4.8540625,3.66734375,0.560565871,0.589767442,0.810107437,0.702882483,1.145205883,1.040005356,0.616840114,0.722838137,1.177719615,0.585804133,0.616840114,1.069532322,0.328926905,0.380053908,0.553221588,0.374005305,0.540497549,0.6938837,0.372472784,0.453169347,0.626461325,0.445581395,0.61205278,0.865226527,643,565.5,-0.323619632,0.692086273,-68.55967842,348.3877551,-155,-0.139263252,0.666214666,-0.062084257,0.152961981,0.179767103,0.351226994,0.363114034,2188,569,#5A5D3C,175
4056000,3/24/2011,22,14.60000038,7.5,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_199027_20110324,6,150.583069,272.7960784,10:31:02,1,0,195,1,0,199,508,68,2.81656526,27,LT05,103.1525248,49.902142,2011-03-24T10:31:02Z,3,2011,10,Spring,2015,404,2020,1984,36,83689,629.8146298,770.8908046,563,514.0162669,158,108,570.3130595,700.2441652,540.0845977,476.6964778,122.981834,81.41897516,0.835850538,0.946996722,1.227824181,0.215639169,0.771280397,0.814448856,0.680757515,0.175627074,1.132973753,1.468951834,1.196386141,0.257987713,4.391580287,5.693882931,4.637376441,3.876153595,0.484572491,0.459807977,0.692778241,0.560900545,0.860114511,0.951031659,0.630624678,0.688687252,1.056069395,0.668803999,0.630624678,1.167699667,0.425076956,0.515835414,0.77901136,0.458888561,0.656058723,0.900623863,0.37518694,0.429302489,0.687581118,0.384330745,0.579059066,0.718927177,635.2786124,588.4703215,-0.043168459,0.790722006,-16.80212879,353.7146439,-93.61658166,-0.089413304,0.701219752,0.062341955,0.189939645,0.301876724,0.228719603,0.389982337,2287.3383,553,#51634D,176
4056000,9/23/2011,6,4.699999809,5.699999809,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_1_LT05_200027_20110923,4,154.982941,0,10:35:46,1,0,196,1,0,200,446,68,0.584131282,27,LT05,58.21176193,50.268986,2011-09-23T10:35:46Z,9,2011,10,Fall,2015,404,2020,1984,36,83789,405,474.6146141,292,337.5079259,148,73,356.0215797,425.0055933,284.0858375,305.9833369,116.0343797,58.31083858,0.859451658,0.797945556,1.193763574,0.325919513,0.668428468,0.83768681,0.719951318,0.273018477,0.928435648,1.388982804,1.163532575,0.37921797,2.448290224,3.662755765,3.068242193,2.637005839,0.487041,0.502081346,0.658031934,0.603355666,0.88978653,0.843617615,0.663959801,0.720264016,1.062194748,0.641997639,0.663959801,1.007079979,0.363733616,0.429129498,0.601805425,0.388632202,0.525073658,0.673160927,0.391770411,0.478018733,0.648192933,0.431514645,0.565546636,0.764728508,390.5135865,365.4944651,-0.169258342,0.791496201,-8.828319606,189.9489571,-50.03824283,-0.075585908,0.571069106,-0.037110055,0.16282361,0.248254486,0.331571532,0.236695545,1371.096347,561,#333C28,177
4056000,10/26/2011,4,2.200000048,0.800000012,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20111026,0,162.639664,0,10:34:35,1,0,224,1,0,199,202,68,0.680580549,27,LE07,46.01224168,61.428947,2011-10-26T10:34:35Z,10,2011,10,Fall,2015,404,2020,1984,36,83840,361.5833333,467,366,368.6027397,194,123,361.5833333,467,366,368.6027397,194,123,1.01941297,1.012214796,1.29154183,0.536529154,0.78372591,0.77426838,0.789299229,0.415417559,0.992938903,1.266946633,0.980956717,0.526311878,1.886597938,2.407216495,1.863831615,1.900014122,0.432721575,0.434073629,0.54702471,0.492216151,0.645684524,0.642697427,0.641850876,0.635717749,0.833928571,0.639563006,0.641850876,0.830070611,0.441717791,0.501242099,0.658767062,0.43800718,0.553706505,0.650547845,0.444858984,0.506612401,0.663451759,0.442500288,0.557644084,0.658219178,414.2916667,417.8013699,0.00945753,1.041886065,35.79634242,174.6027397,7.019406393,0.009613175,0.41301059,-0.003543057,0.117756029,0.340316206,0.22573162,0.260083212,1563.186073,544,#334234,178
4056000,8/20/2013,18,21,41,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,2_LC08_199027_20130820,0.44,150.436722,0,10:43:15,1,0,158,1,0,199,524,324,0.392276551,27,LC08,52.36276249,38.32275,2013-08-20T10:43:15Z,8,2013,10,Summer,2015,404,2020,1984,36,83973,277.0181118,420.4509382,276.4949625,189.2534134,78.39508632,46.47171681,338.2171868,483.2963946,356.2158581,373.5548471,113.6057059,59.41975898,1.104482154,1.053216312,1.428952795,0.335895721,0.737054656,0.69981318,0.772931169,0.235064253,0.95358382,1.293776264,0.905401682,0.304120551,3.135545484,4.254155992,2.977114434,3.288169763,0.394721009,0.402873437,0.566620869,0.463456788,0.719884341,0.694262261,0.695958233,0.662257872,1.028680741,0.679004473,0.695958233,0.992067998,0.433609214,0.500463408,0.788397099,0.415726605,0.596774342,0.731208338,0.454715364,0.53792781,0.826772731,0.444966522,0.625822638,0.795099407,410.7567907,428.4256208,0.037241476,1.157327934,73.90730851,259.9491412,35.33766027,0.049647441,0.619348949,-0.023759503,0.128075379,0.354010166,0.30018682,0.269159055,1551.284287,541,#304533,179
4056000,7/30/2014,27,9,2,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_199027_20140730,12,143.533981,0,10:38:51,1,0,140,1,0,199,302,68,0.766382842,27,LE07,49.81558652,33.317505,2014-07-30T10:38:51Z,7,2014,10,Summer,2015,404,2020,1984,36,83854,400,488,343,420.9644434,122.29,65,400,488,343,420.9644434,122.29,65,1.052411109,0.8575,1.22,0.305725,0.702868852,0.819672131,0.862632056,0.250594262,0.814795656,1.1592428,0.950199016,0.290499594,2.804808243,3.990514351,3.270913403,3.4423456,0.440061218,0.481347774,0.655426109,0.523584577,0.85967891,0.736303227,0.65679677,0.638773184,1.04880827,0.594422821,0.65679677,0.898289937,0.386261261,0.417801286,0.656723276,0.377352494,0.562027888,0.631380018,0.474059058,0.566573948,0.805997517,0.506575744,0.689777718,0.904735635,444,454.4822217,-0.116803279,1.075490416,68.65201917,298.6744434,20.96444341,0.02553636,0.599239706,-0.10205245,0.073749372,0.267816092,0.297131148,0.271778602,1651.964443,558,#394531,180
4056000,7/26/2016,10,4.400000095,17.39999962,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,1_2_LE07_200027_20160726,21,144.89624,561.3686275,10:50:00,1,0,135,1,0,200,64,66,0.582961191,27,LE07,24.29600581,32.086548,2016-07-26T10:50:00Z,7,2016,10,Summer,2020,404,2020,1984,36,83949,557,669,414,766,471,314,557,669,414,766,471,314,1.375224417,0.743267504,1.201077199,0.845601436,0.618834081,0.832585949,1.144992526,0.704035874,0.540469974,0.873368146,0.727154047,0.614882507,0.878980892,1.420382166,1.182590234,1.626326964,0.38815331,0.514312096,0.488596491,0.472033898,0.629378531,0.450282943,0.688980433,0.566949153,0.755932203,0.505668934,0.688980433,0.540824576,0.337683524,0.31292517,0.402723735,0.288501742,0.363157895,0.334680679,0.624796085,0.788877446,0.745136187,0.707294552,0.671929825,0.865536723,613,717.5,-0.213751868,3.430232558,223.7676768,295,209,0.157974301,0.173684211,-0.298305085,-0.067595819,0.239869281,0.381165919,0.372581732,2406,562,#4F5F3B,181
4056000,1/19/2017,12,NA,NA,PONT S.N.C.F. - AMONT CONFLUENCE CHER,6696831,509748.8,"c(509748.8, 6696831)",323,2_LC08_199027_20170119,0.89,159.478912,29.49803922,10:41:21,1,0,240,1,0,199,588,324,0,27,LC08,132.5744588,70.179245,2017-01-19T10:41:21Z,1,2017,10,Winter,2020,404,2020,1984,36,83989,513.5416667,648.7037037,504.84375,249.0909091,125.4285714,77.65714286,579.2516902,711.707587,599.6145406,453.3182869,170.4083393,94.30176539,0.782592946,1.035153718,1.22866726,0.294187039,0.842501263,0.813890003,0.636944576,0.23943589,1.322723036,1.569995316,1.277803492,0.375913225,3.518692471,4.176483321,3.399198023,2.660188396,0.497200709,0.441731042,0.656661639,0.550131666,0.75225257,0.928694825,0.603722092,0.675928766,0.924268104,0.689258455,0.603722092,1.141056926,0.46447208,0.580701118,0.799848621,0.514679162,0.679745737,0.961341901,0.351148402,0.384537512,0.604698489,0.345695598,0.513898767,0.588707555,645.4796386,582.512937,0.028611259,0.691976394,-55.72797935,282.9099476,-125.9334032,-0.121961132,0.613637314,0.138941678,0.221788465,0.35895551,0.186109997,0.396366585,2343.892105,539,#526555,182
